index,date,adj_closing_price,ticker
40274,2016-01-05,60.20,MAR
40275,2016-01-06,58.39,MAR
40276,2016-01-07,56.74,MAR
40277,2016-01-08,57.50,MAR
40278,2016-01-11,57.97,MAR
40279,2016-01-12,59.03,MAR
40280,2016-01-13,55.31,MAR
40281,2016-01-14,55.75,MAR
40282,2016-01-15,54.65,MAR
40283,2016-01-19,53.58,MAR
40284,2016-01-20,54.89,MAR
40285,2016-01-21,56.58,MAR
40286,2016-01-22,57.32,MAR
40287,2016-01-25,55.18,MAR
40288,2016-01-26,56.85,MAR
40289,2016-01-27,55.65,MAR
40290,2016-01-28,54.34,MAR
40291,2016-01-29,56.24,MAR
40292,2016-02-01,56.37,MAR
40293,2016-02-02,54.21,MAR
40294,2016-02-03,54.51,MAR
40295,2016-02-04,55.72,MAR
40296,2016-02-05,55.08,MAR
40297,2016-02-08,54.55,MAR
40298,2016-02-09,55.77,MAR
40299,2016-02-10,56.33,MAR
40300,2016-02-11,56.53,MAR
40301,2016-02-12,58.55,MAR
40302,2016-02-16,59.71,MAR
40303,2016-02-17,61.20,MAR
40304,2016-02-18,59.60,MAR
40305,2016-02-19,60.31,MAR
40306,2016-02-22,61.30,MAR
40307,2016-02-23,61.05,MAR
40308,2016-02-24,61.75,MAR
40309,2016-02-25,62.92,MAR
40310,2016-02-26,62.78,MAR
40311,2016-02-29,62.78,MAR
40312,2016-03-01,63.50,MAR
40313,2016-03-02,63.41,MAR
40314,2016-03-03,63.27,MAR
40315,2016-03-04,63.55,MAR
40316,2016-03-07,64.06,MAR
40317,2016-03-08,63.02,MAR
40318,2016-03-09,63.19,MAR
40319,2016-03-10,62.61,MAR
40320,2016-03-11,63.46,MAR
40321,2016-03-14,65.34,MAR
40322,2016-03-15,64.86,MAR
40323,2016-03-16,65.63,MAR
40324,2016-03-17,66.14,MAR
40325,2016-03-18,67.40,MAR
40326,2016-03-21,66.61,MAR
40327,2016-03-22,65.33,MAR
40328,2016-03-23,64.12,MAR
40329,2016-03-24,63.23,MAR
40330,2016-03-28,65.72,MAR
40331,2016-03-29,65.13,MAR
40332,2016-03-30,65.91,MAR
40333,2016-03-31,65.57,MAR
40334,2016-04-01,61.84,MAR
40335,2016-04-04,61.13,MAR
40336,2016-04-05,60.65,MAR
40337,2016-04-06,60.93,MAR
40338,2016-04-07,60.37,MAR
40339,2016-04-08,61.33,MAR
40340,2016-04-11,61.83,MAR
40341,2016-04-12,62.04,MAR
40342,2016-04-13,62.30,MAR
40343,2016-04-14,62.50,MAR
40344,2016-04-15,62.57,MAR
40345,2016-04-18,62.22,MAR
40346,2016-04-19,62.47,MAR
40347,2016-04-20,62.51,MAR
40348,2016-04-21,62.86,MAR
40349,2016-04-22,61.30,MAR
40350,2016-04-25,61.70,MAR
40351,2016-04-26,61.72,MAR
40352,2016-04-27,63.27,MAR
40353,2016-04-28,63.79,MAR
40354,2016-04-29,64.57,MAR
40355,2016-05-02,64.52,MAR
40356,2016-05-03,64.58,MAR
40357,2016-05-04,63.78,MAR
40358,2016-05-05,63.81,MAR
40359,2016-05-06,63.77,MAR
40360,2016-05-09,63.68,MAR
40361,2016-05-10,64.91,MAR
40362,2016-05-11,63.49,MAR
40363,2016-05-12,62.62,MAR
40364,2016-05-13,61.61,MAR
40365,2016-05-16,62.38,MAR
40366,2016-05-17,61.96,MAR
40367,2016-05-18,60.81,MAR
40368,2016-05-19,60.12,MAR
40369,2016-05-20,60.13,MAR
40370,2016-05-23,60.02,MAR
40371,2016-05-24,60.49,MAR
40372,2016-05-25,61.26,MAR
40373,2016-05-26,60.67,MAR
40374,2016-05-27,61.36,MAR
40375,2016-05-31,61.11,MAR
40376,2016-06-01,62.14,MAR
40377,2016-06-02,63.41,MAR
40378,2016-06-03,62.95,MAR
40379,2016-06-06,62.79,MAR
40380,2016-06-07,62.29,MAR
40381,2016-06-08,62.52,MAR
40382,2016-06-09,62.20,MAR
40383,2016-06-10,61.53,MAR
